"Customer_Name","Promo_Transactions","Total_Transactions","Promo_Response_Rate"
Stephanie Webster,5,6,83.33
George Jennings,5,6,83.33
Joyce Harris,5,6,83.33
Jillian Taylor,5,6,83.33
Amber Dixon,5,6,83.33
Rachel Stewart,10,12,83.33
Justin Oneal,5,6,83.33
Megan Gibson,5,6,83.33
Alexander Stephens,5,6,83.33
Christine Scott,5,6,83.33
Keith Parker,5,6,83.33
Kevin Skinner,5,6,83.33
Christopher Herman,5,6,83.33
Jessica Robbins,5,6,83.33
Christian Lambert,5,6,83.33
Christopher Anthony,5,6,83.33
David Huffman,5,6,83.33
Jason Pearson,5,6,83.33
Richard Kramer,5,6,83.33
Susan Chandler,5,6,83.33
Diana Palmer,5,6,83.33
Valerie Murphy,5,6,83.33
Crystal West,5,6,83.33
Scott Holmes,5,6,83.33
Richard Gregory,5,6,83.33
Dustin Sanchez,5,6,83.33
Natalie Flores,5,6,83.33
Jose Nelson,10,12,83.33
Kimberly Wilkerson,5,6,83.33
Angel Simmons,5,6,83.33
Sharon Burns,5,6,83.33
Stacy Bailey,5,6,83.33
Ryan Tran,5,6,83.33
Yolanda Perez,5,6,83.33
Kyle Jacobs,5,6,83.33
Jacob Ortiz,5,6,83.33
John Simon,5,6,83.33
Victoria Dean,5,6,83.33
Robin Peterson,5,6,83.33
Gabriel Coleman,5,6,83.33
Phillip Baker,5,6,83.33
Erin Sullivan,5,6,83.33
Patricia Neal,5,6,83.33
Anthony Cook,15,18,83.33
Brooke Allen,5,6,83.33
Mary Nixon,5,6,83.33
Melanie Tran,5,6,83.33
Caitlyn Smith,5,6,83.33
Jason Contreras,5,6,83.33
Eric Marshall,10,12,83.33
Mary Strickland,5,6,83.33
Sandra Bailey,10,12,83.33
Theresa Turner,5,6,83.33
Nicole Ball,5,6,83.33
Christopher Doyle,5,6,83.33
Yvonne Brown,5,6,83.33
Jeffrey Barnett,5,6,83.33
Rachel Powers,5,6,83.33
Kyle Long,5,6,83.33
Danielle Manning,5,6,83.33
David Villa,5,6,83.33
Karen Riley,5,6,83.33
Paul Nguyen,5,6,83.33
Tracey Green,5,6,83.33
Tina Reid,5,6,83.33
Courtney Mason,5,6,83.33
Steven Montgomery,5,6,83.33
Dana Washington,5,6,83.33
Laura Macdonald,5,6,83.33
Joseph Charles,5,6,83.33
Jacob Barnes,5,6,83.33
Daniel Schroeder,5,6,83.33
Mary Cameron,5,6,83.33
Rebecca Maldonado,5,6,83.33
Michael Hester,5,6,83.33
Christine Hunt,5,6,83.33
Denise Cook,5,6,83.33
James Macdonald,5,6,83.33
Aaron Wood,5,6,83.33
Jamie Carlson,5,6,83.33
Robin Cooper,5,6,83.33
Kristin Coleman,5,6,83.33
Charles Klein,5,6,83.33
Brandon Jacobs,5,6,83.33
Cynthia Farmer,5,6,83.33
Edward Howard,5,6,83.33
Chad Bailey,5,6,83.33
Jessica Lambert,10,12,83.33
Terry Wright,5,6,83.33
Paul Mendez,5,6,83.33
Anna Ward,5,6,83.33
William Lutz,5,6,83.33
Wendy Murphy,5,6,83.33
Randy Richardson,5,6,83.33
Charles Yoder,5,6,83.33
Amy Valenzuela,5,6,83.33
David Benitez,5,6,83.33
Lori Patterson,5,6,83.33
Nicole Pittman,5,6,83.33
Joseph Casey,5,6,83.33
Dustin Clark,10,12,83.33
Benjamin Fox,5,6,83.33
Sarah Watts,5,6,83.33
Margaret Torres,5,6,83.33
Gary Green,5,6,83.33
Douglas Hernandez,10,12,83.33
Elizabeth Yang,5,6,83.33
Kimberly Montgomery,5,6,83.33
Hannah Nelson,5,6,83.33
Regina Allen,5,6,83.33
Kathleen Peterson,5,6,83.33
Wayne Mcdonald,5,6,83.33
Raymond Sullivan,5,6,83.33
Joyce Rodriguez,5,6,83.33
Amber Tucker,5,6,83.33
Nathan Rose,5,6,83.33
Noah Thomas,5,6,83.33
Mark Garza,5,6,83.33
Brittany Wallace,5,6,83.33
William Russell,10,12,83.33
James Rangel,5,6,83.33
Kevin Lynn,5,6,83.33
John Richard,5,6,83.33
Michael Flowers,5,6,83.33
Brandon Guerrero,5,6,83.33
Dana Harris,5,6,83.33
Michelle Mccormick,5,6,83.33
Cheryl Wood,5,6,83.33
George Lewis,10,12,83.33
Sarah Carpenter,5,6,83.33
Robert Flowers,5,6,83.33
Jessica Mcmillan,5,6,83.33
Monica Duncan,5,6,83.33
Claire Johnson,5,6,83.33
Mark Cochran,5,6,83.33
Aaron Cain,5,6,83.33
Alexander Bryant,5,6,83.33
Heather Daniels,5,6,83.33
Stacey Moore,10,12,83.33
Daniel Johnston,10,12,83.33
Lisa Osborne,5,6,83.33
Nicole Stone,5,6,83.33
Antonio Young,5,6,83.33
James Mcintosh,5,6,83.33
Steven Weber,5,6,83.33
Jose Ruiz,5,6,83.33
Jay Davis,5,6,83.33
Kevin Dalton,5,6,83.33
Jeffrey Nunez,5,6,83.33
Christina Mcdonald,5,6,83.33
Christopher Duke,5,6,83.33
Elizabeth Oconnor,5,6,83.33
Amber Jimenez,5,6,83.33
Jessica Santos,5,6,83.33
Keith Flores,5,6,83.33
Heather Boyd,5,6,83.33
Joshua Gallegos,5,6,83.33
Hunter Smith,5,6,83.33
Matthew Russell,15,18,83.33
Brooke Collins,5,6,83.33
Adam Steele,5,6,83.33
Brian Holt,5,6,83.33
Brittany Jenkins,5,6,83.33
Chad Collins,5,6,83.33
Laura Brewer,5,6,83.33
Jonathan Gomez,10,12,83.33
Bryan Garcia,10,12,83.33
Patrick Evans,10,12,83.33
James Valdez,10,12,83.33
Caroline Wood,5,6,83.33
Troy Wright,5,6,83.33
Shawn Bennett,5,6,83.33
Eric Lyons,5,6,83.33
Kathryn Butler,5,6,83.33
Sarah Goodman,5,6,83.33
Diana Robertson,5,6,83.33
Joshua Vega,5,6,83.33
Cynthia Stone,5,6,83.33
Nicole Valdez,5,6,83.33
John Bowen,10,12,83.33
Amy Ross,10,12,83.33
Tiffany Jenkins,5,6,83.33
Sara Carr,5,6,83.33
Adam Sutton,5,6,83.33
Matthew Mcgee,5,6,83.33
Steven Gilbert,5,6,83.33
Andrew Tucker,5,6,83.33
Tonya Thomas,5,6,83.33
Kimberly Berry,5,6,83.33
Brittany Chandler,5,6,83.33
Hannah Henderson,5,6,83.33
Anthony Francis,5,6,83.33
Michelle Dalton,5,6,83.33
Justin Tucker,5,6,83.33
Brandon Jackson,20,24,83.33
Sarah Herrera,5,6,83.33
Christy Hernandez,5,6,83.33
Chelsea Cole,5,6,83.33
Rebecca Lawson,5,6,83.33
Angelica Jones,5,6,83.33
Jennifer Jefferson,5,6,83.33
Mark Carroll,5,6,83.33
Juan Green,5,6,83.33
Andrea Mills,5,6,83.33
Tiffany Sanders,5,6,83.33
John French,5,6,83.33
Laura Harrington,5,6,83.33
Samantha Owens,5,6,83.33
Gary Hernandez,10,12,83.33
Amanda Trujillo,5,6,83.33
Lawrence Martin,5,6,83.33
Douglas Campbell,5,6,83.33
Alex Nelson,5,6,83.33
Tyler Cruz,5,6,83.33
Jennifer Camacho,5,6,83.33
Rebecca Rowe,5,6,83.33
Linda Andrews,5,6,83.33
Ryan Chan,5,6,83.33
Zachary Tucker,5,6,83.33
Donald Palmer,5,6,83.33
Brenda Stanley,5,6,83.33
Sarah Chang,5,6,83.33
Michelle Luna,5,6,83.33
Kristen Bennett,5,6,83.33
Raymond Cruz,5,6,83.33
Leah Morales,5,6,83.33
Julie Boyd,5,6,83.33
Hannah Morgan,5,6,83.33
Eric Stone,5,6,83.33
Tyler Williamson,5,6,83.33
Samantha James,5,6,83.33
Calvin Smith,10,12,83.33
Barbara Henderson,5,6,83.33
Virginia Lopez,5,6,83.33
Angela Chapman,5,6,83.33
Alexandra Gutierrez,5,6,83.33
Robert Skinner,5,6,83.33
Susan Rojas,5,6,83.33
Ryan Gilbert,5,6,83.33
Victoria Wheeler,5,6,83.33
Brent Hall,5,6,83.33
Kimberly Hodges,5,6,83.33
Laura Barber,5,6,83.33
Deborah Crawford,5,6,83.33
Lisa Compton,5,6,83.33
Pamela Jordan,5,6,83.33
Collin Jones,5,6,83.33
Christian Harris,5,6,83.33
Lisa Williamson,5,6,83.33
Lauren Harrison,5,6,83.33
Dawn Turner,5,6,83.33
Michael Krause,5,6,83.33
Anthony Fields,5,6,83.33
Jason Bishop,5,6,83.33
Sara Fisher,5,6,83.33
David Orozco,5,6,83.33
Raymond West,5,6,83.33
James Vega,10,12,83.33
Phillip Adams,5,6,83.33
Jonathan Sandoval,5,6,83.33
Angela Rojas,5,6,83.33
Sydney Martin,5,6,83.33
Matthew Glover,5,6,83.33
Chelsea Murphy,5,6,83.33
Dennis Howard,5,6,83.33
Mary Moran,5,6,83.33
Timothy Wilkerson,5,6,83.33
Melissa Grant,5,6,83.33
Jacob Williamson,5,6,83.33
Ashley Maddox,5,6,83.33
Julie Armstrong,5,6,83.33
Matthew Day,10,12,83.33
William Kane,5,6,83.33
Jessica Campos,5,6,83.33
Heather Rhodes,5,6,83.33
Matthew Dunn,10,12,83.33
Jean Clark,5,6,83.33
Renee Green,5,6,83.33
Matthew Velez,5,6,83.33
Courtney Clark,10,12,83.33
Larry Edwards,5,6,83.33
Victoria Owens,5,6,83.33
Julie Brooks,5,6,83.33
Jessica Harrington,5,6,83.33
Jared Ramirez,5,6,83.33
Adam Hanson,5,6,83.33
Zachary Edwards,5,6,83.33
Charles Munoz,5,6,83.33
Michelle Burnett,5,6,83.33
Lawrence Ward,5,6,83.33
Hunter Wilson,5,6,83.33
Elizabeth Carson,5,6,83.33
Megan Spencer,5,6,83.33
Kimberly Tran,5,6,83.33
Patrick Gonzalez,20,24,83.33
Sandra Lane,5,6,83.33
Matthew Bruce,5,6,83.33
Justin Schultz,5,6,83.33
Sandra Jordan,5,6,83.33
Makayla Johnson,5,6,83.33
Steven Hodges,5,6,83.33
Zachary Higgins,5,6,83.33
Paul Ford,5,6,83.33
Eric Avila,5,6,83.33
Rebecca Mills,5,6,83.33
Brooke Davis,10,12,83.33
Kara Anderson,5,6,83.33
Margaret Simpson,5,6,83.33
Joel Davis,10,12,83.33
Craig Rodriguez,5,6,83.33
Thomas Newton,5,6,83.33
Laura Barrett,5,6,83.33
Brianna Rice,5,6,83.33
Robert Hartman,5,6,83.33
Adam Fisher,5,6,83.33
Michael Roach,5,6,83.33
Lisa Yates,5,6,83.33
Keith Sims,5,6,83.33
Jason Schroeder,5,6,83.33
Molly Clark,5,6,83.33
Peter Collins,5,6,83.33
Christina Gray,5,6,83.33
Allison Moore,10,12,83.33
Emily Owens,5,6,83.33
Russell Martin,5,6,83.33
Mary Marquez,5,6,83.33
Janice Lopez,5,6,83.33
Scott Lambert,5,6,83.33
Leslie Russell,5,6,83.33
Susan Byrd,5,6,83.33
Ryan Hopkins,5,6,83.33
Christian Evans,5,6,83.33
Robert Schaefer,5,6,83.33
Paul Hamilton,5,6,83.33
Lisa Sherman,5,6,83.33
James Branch,5,6,83.33
Stephanie Norman,5,6,83.33
Kimberly Curtis,5,6,83.33
Katherine Torres,10,12,83.33
Karen Guzman,5,6,83.33
Brittany Richards,5,6,83.33
Daniel Mcbride,5,6,83.33
Katie Nelson,5,6,83.33
Susan Yang,5,6,83.33
Timothy Juarez,5,6,83.33
Adam Clark,15,18,83.33
Brittany Wheeler,5,6,83.33
Lisa Beck,10,12,83.33
Dana Perez,5,6,83.33
Vanessa Patel,5,6,83.33
Philip Martin,10,12,83.33
Brandon Boyd,5,6,83.33
Anthony Gutierrez,15,18,83.33
John Henry,10,12,83.33
Danielle Wallace,5,6,83.33
Alexis Vasquez,5,6,83.33
Jeffrey Haynes,5,6,83.33
Christina Elliott,5,6,83.33
Randy Walker,5,6,83.33
Joel King,5,6,83.33
Rachel Taylor,20,24,83.33
Kelly Burnett,5,6,83.33
Raymond Stewart,5,6,83.33
Donald Beck,5,6,83.33
Steven Wheeler,5,6,83.33
Christine Ford,5,6,83.33
Christopher Bridges,5,6,83.33
Kayla Jimenez,5,6,83.33
Ryan Jensen,5,6,83.33
Andrew Park,5,6,83.33
Scott Wu,5,6,83.33
Stacy Foster,5,6,83.33
Tonya Rodriguez,5,6,83.33
Melanie Patterson,5,6,83.33
Mary Bradley,10,12,83.33
Jose Cooper,5,6,83.33
Tyler Perry,5,6,83.33
Katie Gomez,5,6,83.33
Deborah Long,5,6,83.33
Lindsay Davis,5,6,83.33
Jacob Cruz,5,6,83.33
Daniel Colon,5,6,83.33
Aaron Holmes,5,6,83.33
Paul Richards,5,6,83.33
Mary Mclaughlin,5,6,83.33
Stephanie Cole,10,12,83.33
Mary Valdez,5,6,83.33
Maria Powell,5,6,83.33
Amanda Leblanc,5,6,83.33
Brian Bass,5,6,83.33
William Snyder,5,6,83.33
Joseph Shaw,10,12,83.33
Juan Edwards,5,6,83.33
Christina Jimenez,5,6,83.33
Sarah Mccarthy,5,6,83.33
Timothy Calderon,5,6,83.33
Gregory Simpson,5,6,83.33
Katherine Obrien,5,6,83.33
Edward Hart,5,6,83.33
Leonard Stewart,5,6,83.33
Brandi Torres,5,6,83.33
Cynthia Hayes,5,6,83.33
Teresa Ramos,5,6,83.33
Gregory Pierce,5,6,83.33
Michael Odonnell,5,6,83.33
Jennifer Hahn,5,6,83.33
Larry Taylor,5,6,83.33
Cheryl Alvarez,5,6,83.33
Eric Holt,5,6,83.33
Megan Stephens,5,6,83.33
Brett Myers,5,6,83.33
Carrie Green,5,6,83.33
Kevin Cortez,5,6,83.33
Paula Nguyen,5,6,83.33
Cynthia Lawrence,5,6,83.33
Laura Chen,5,6,83.33
Kevin Nguyen,25,30,83.33
Nicholas Rose,5,6,83.33
Susan Graham,5,6,83.33
Lynn Walker,5,6,83.33
Roger Williams,5,6,83.33
Jared Cox,5,6,83.33
Christopher Joseph,5,6,83.33
Patrick Burns,5,6,83.33
Joseph Ayala,5,6,83.33
Kathleen Barnes,5,6,83.33
Elizabeth Powers,10,12,83.33
Charles Stephens,5,6,83.33
Scott Porter,5,6,83.33
Julie Pitts,5,6,83.33
Courtney Murray,5,6,83.33
Thomas Chambers,5,6,83.33
Trevor Robinson,5,6,83.33
Erin Meyer,5,6,83.33
Megan Peters,5,6,83.33
Michele Simpson,5,6,83.33
Michelle Kerr,5,6,83.33
Jaime Garcia,5,6,83.33
Mike Williams,5,6,83.33
Scott Lucas,5,6,83.33
Diana Walker,5,6,83.33
Aaron Lawrence,5,6,83.33
Karen Jensen,5,6,83.33
Mary Frost,5,6,83.33
Cynthia Riley,5,6,83.33
Kurt Wilson,5,6,83.33
Roberto Martin,5,6,83.33
Patricia Cook,10,12,83.33
William Romero,15,18,83.33
Cynthia Dixon,5,6,83.33
Stacy Weaver,5,6,83.33
Linda Burns,5,6,83.33
Robin Clark,10,12,83.33
Erika Lopez,5,6,83.33
Aaron Barnes,5,6,83.33
Lori Dixon,5,6,83.33
Brittany Reynolds,5,6,83.33
Jessica Decker,5,6,83.33
Kenneth Jacobs,5,6,83.33
Mark Proctor,5,6,83.33
Travis Hall,5,6,83.33
John Hodge,10,12,83.33
Marcus Bennett,5,6,83.33
Gina Jones,15,18,83.33
Jason Lane,10,12,83.33
Lynn Lewis,5,6,83.33
Kayla Medina,5,6,83.33
Dennis Pierce,5,6,83.33
William Wong,5,6,83.33
April Adams,5,6,83.33
Jonathan Peters,5,6,83.33
Matthew Mathews,5,6,83.33
Kenneth Leblanc,5,6,83.33
Victoria Ward,5,6,83.33
Melissa Galloway,5,6,83.33
Lori Perry,5,6,83.33
Christopher Dudley,5,6,83.33
Joseph Hutchinson,5,6,83.33
Thomas Benson,5,6,83.33
Trevor Hernandez,5,6,83.33
Denise Simmons,5,6,83.33
Kimberly Todd,5,6,83.33
Cheryl Myers,5,6,83.33
Nicholas Harvey,5,6,83.33
Joshua Dunn,5,6,83.33
Maria Lane,5,6,83.33
Kathleen Morrison,5,6,83.33
David Davenport,5,6,83.33
Karen Rowe,5,6,83.33
Taylor Matthews,5,6,83.33
Kelly Cantrell,5,6,83.33
Kevin Soto,5,6,83.33
Samantha Gardner,5,6,83.33
Steve Lopez,5,6,83.33
Carolyn Johnson,15,18,83.33
Aaron Kennedy,5,6,83.33
Ryan Stone,5,6,83.33
Michael Madden,5,6,83.33
Marissa Lopez,5,6,83.33
Adam Simmons,5,6,83.33
Evan Wilson,5,6,83.33
Mary Small,5,6,83.33
Megan Griffin,5,6,83.33
Brandi Taylor,5,6,83.33
Lisa Miranda,5,6,83.33
Shane Rodriguez,5,6,83.33
Jennifer Monroe,10,12,83.33
Tammy Willis,5,6,83.33
Cameron Allen,5,6,83.33
Calvin Martinez,5,6,83.33
Wesley Thomas,5,6,83.33
Lawrence Gonzalez,5,6,83.33
James Gibbs,5,6,83.33
Jacob Gregory,5,6,83.33
Steven Lyons,5,6,83.33
Sharon Washington,5,6,83.33
Stephanie Dawson,5,6,83.33
Maria Ellis,5,6,83.33
Scott Shaw,5,6,83.33
Eric Joyce,5,6,83.33
Peter Howard,5,6,83.33
Donald Erickson,5,6,83.33
Thomas Bonilla,5,6,83.33
Bryan Henry,5,6,83.33
Lisa Chandler,5,6,83.33
Luke Lee,5,6,83.33
Richard Arellano,5,6,83.33
Patricia Hunt,5,6,83.33
Richard Willis,5,6,83.33
Terry Reed,5,6,83.33
Megan Ross,5,6,83.33
Joseph Tyler,5,6,83.33
Steven Patterson,10,12,83.33
Nicholas Snyder,5,6,83.33
Daniel Steele,5,6,83.33
William Harrington,5,6,83.33
James Mosley,5,6,83.33
Victoria Kelley,5,6,83.33
Todd Henderson,5,6,83.33
Rachel Barrett,5,6,83.33
Jacqueline Gomez,5,6,83.33
Erika Jackson,5,6,83.33
Scott Walton,5,6,83.33
Joseph Berg,5,6,83.33
Paula Foster,5,6,83.33
Joshua Moran,5,6,83.33
Samuel Marshall,5,6,83.33
Christopher Watts,5,6,83.33
Amy Knight,5,6,83.33
Patrick Romero,5,6,83.33
Jason Patel,10,12,83.33
Deborah Rodriguez,15,18,83.33
Scott Fuller,5,6,83.33
Jessica Brewer,5,6,83.33
Bonnie Lopez,5,6,83.33
Jose Morales,5,6,83.33
Linda Santos,5,6,83.33
Renee Anderson,10,12,83.33
Aaron Cunningham,5,6,83.33
David Contreras,10,12,83.33
David Massey,5,6,83.33
Brianna Young,5,6,83.33
Tina Bryant,5,6,83.33
Regina Lee,5,6,83.33
Brett Allen,5,6,83.33
Jennifer Houston,5,6,83.33
Steven Anthony,5,6,83.33
Shane Lee,5,6,83.33
Jessica Armstrong,10,12,83.33
Russell Miller,10,12,83.33
Monica Martin,10,12,83.33
Olivia Thomas,5,6,83.33
Gary Graham,5,6,83.33
Brittany Delgado,5,6,83.33
Ronald Love,5,6,83.33
Kyle Jennings,5,6,83.33
Lindsey Clark,5,6,83.33
Elizabeth Lyons,5,6,83.33
James Richmond,5,6,83.33
Theresa Castillo,5,6,83.33
Vanessa Duncan,5,6,83.33
Teresa Graves,5,6,83.33
Luis Hayes,5,6,83.33
Barbara Coleman,5,6,83.33
Larry Nguyen,5,6,83.33
Steven Mcmahon,5,6,83.33
Chelsea Rivera,5,6,83.33
Justin Carey,5,6,83.33
Alexis Adams,5,6,83.33
Jennifer Hopkins,15,18,83.33
Jessica Sherman,5,6,83.33
Christina Turner,10,12,83.33
Stacy Sanders,5,6,83.33
Kenneth Porter,5,6,83.33
Marie Davis,5,6,83.33
Phillip Martin,10,12,83.33
Mary Dean,5,6,83.33
Matthew Zimmerman,5,6,83.33
Elizabeth Copeland,5,6,83.33
Christopher Briggs,5,6,83.33
Michele Kelly,5,6,83.33
Ashley Mccarthy,5,6,83.33
Brett Rogers,5,6,83.33
Heather Woods,10,12,83.33
Jared Davis,5,6,83.33
Thomas Soto,5,6,83.33
Joseph Gardner,10,12,83.33
Emily Park,5,6,83.33
Denise Roberts,5,6,83.33
Christina Stone,5,6,83.33
Jacqueline Lawrence,5,6,83.33
Kevin Ross,15,18,83.33
Angela Love,5,6,83.33
Crystal Hughes,5,6,83.33
Tammy Hill,10,12,83.33
Edward Arnold,5,6,83.33
Emily Walters,5,6,83.33
Curtis Brown,10,12,83.33
Thomas Sanchez,15,18,83.33
William Miles,5,6,83.33
Alison Jackson,5,6,83.33
Samantha Bennett,10,12,83.33
Kristin Diaz,5,6,83.33
Zachary Reynolds,5,6,83.33
Julie Cooper,5,6,83.33
Kenneth Miles,5,6,83.33
Daniel Rios,5,6,83.33
Jesse Simmons,5,6,83.33
Denise Hughes,5,6,83.33
Shelley Jones,5,6,83.33
Kathy Hughes,5,6,83.33
Gerald Harris,5,6,83.33
Brad Garcia,5,6,83.33
Samantha Lawson,5,6,83.33
Kelly French,5,6,83.33
Julie Ross,5,6,83.33
Janet Collins,5,6,83.33
Deborah Collins,5,6,83.33
Janice Perez,5,6,83.33
Ashley Cruz,15,18,83.33
Susan Weaver,5,6,83.33
Erin Stewart,10,12,83.33
Andrea Kelly,5,6,83.33
Catherine Morgan,5,6,83.33
Alan Flores,5,6,83.33
Tracy Butler,5,6,83.33
Zachary Castro,5,6,83.33
Daniel Park,5,6,83.33
Valerie Stevens,5,6,83.33
Melissa Bartlett,5,6,83.33
Justin Harrison,10,12,83.33
April Richards,5,6,83.33
Brian Mullins,5,6,83.33
John Frederick,5,6,83.33
Shane Wilson,10,12,83.33
Lori Reyes,5,6,83.33
Scott Floyd,5,6,83.33
Aaron Patterson,5,6,83.33
Jose Morgan,5,6,83.33
Patrick Bailey,5,6,83.33
Andrew Moss,5,6,83.33
Vanessa Kim,5,6,83.33
Victor Roberts,5,6,83.33
Mike White,5,6,83.33
Emily Hansen,5,6,83.33
Stephanie Cunningham,5,6,83.33
Andrea Schmidt,5,6,83.33
Melissa Wallace,15,18,83.33
Stanley Miller,5,6,83.33
Timothy Ibarra,5,6,83.33
Laura Fletcher,5,6,83.33
James Noble,5,6,83.33
Heather Gibson,5,6,83.33
Joshua Powers,5,6,83.33
Meredith Hernandez,5,6,83.33
Christina Harper,5,6,83.33
Richard Ramsey,5,6,83.33
Chase Wilson,5,6,83.33
Shane Perez,5,6,83.33
Joseph Guerrero,5,6,83.33
Richard Santana,5,6,83.33
Sandra James,5,6,83.33
Kelly Lang,5,6,83.33
Jennifer Lynn,5,6,83.33
Maria Roman,5,6,83.33
Jennifer Mcmahon,5,6,83.33
Timothy Kennedy,10,12,83.33
Sheila Adams,5,6,83.33
Allen Jackson,5,6,83.33
Wendy Bailey,5,6,83.33
Derrick Jones,10,12,83.33
Larry Roberts,5,6,83.33
Marcus Phillips,5,6,83.33
Kimberly Curry,5,6,83.33
Tammy Morgan,5,6,83.33
Timothy Schneider,5,6,83.33
Benjamin Robertson,5,6,83.33
Theresa Baker,5,6,83.33
Sarah Maxwell,5,6,83.33
Joel Lewis,5,6,83.33
Stephanie Alexander,10,12,83.33
David Golden,5,6,83.33
Kayla Kelley,5,6,83.33
Melissa Brady,5,6,83.33
David Avery,5,6,83.33
Amanda Zimmerman,5,6,83.33
Brenda Graves,5,6,83.33
Jonathan Love,5,6,83.33
Nathan Garcia,15,18,83.33
Melissa Keller,5,6,83.33
Aaron Webster,5,6,83.33
Elizabeth Merritt,5,6,83.33
Anna Wallace,5,6,83.33
Charles Arellano,5,6,83.33
Jennifer Buchanan,5,6,83.33
Jacob Hart,5,6,83.33
Richard Page,5,6,83.33
Monique Rodriguez,5,6,83.33
Linda Owens,5,6,83.33
Brandy Hernandez,5,6,83.33
Melissa Brewer,5,6,83.33
Jennifer Higgins,5,6,83.33
Tammy Ortiz,5,6,83.33
Kelly Wood,10,12,83.33
Adam Oconnor,5,6,83.33
Cynthia Hughes,5,6,83.33
Kevin Boone,5,6,83.33
Brittany Patterson,5,6,83.33
Tina Williams,35,42,83.33
Stephanie Mason,5,6,83.33
Daniel Berger,5,6,83.33
Jennifer Chen,5,6,83.33
Kari Davis,5,6,83.33
Cynthia Robertson,10,12,83.33
Keith Collins,5,6,83.33
Austin Wilson,10,12,83.33
Cindy Butler,5,6,83.33
Michael Cantu,5,6,83.33
Diane Robinson,5,6,83.33
Mark Holland,5,6,83.33
Erin Vega,5,6,83.33
Gloria Smith,10,12,83.33
Kevin Cardenas,5,6,83.33
John Flowers,5,6,83.33
Derrick Wright,5,6,83.33
Michele Guerrero,5,6,83.33
Nathan Martinez,15,18,83.33
Julia Jenkins,5,6,83.33
Susan Ortega,5,6,83.33
Joshua Parks,5,6,83.33
Brenda Ortiz,5,6,83.33
Brian Wheeler,5,6,83.33
Christopher Ferrell,5,6,83.33
Valerie Harris,5,6,83.33
Michelle Huff,5,6,83.33
Stephanie Larson,5,6,83.33
Anna Roberts,5,6,83.33
Virginia Walker,5,6,83.33
Danielle Norris,5,6,83.33
Alex Miller,5,6,83.33
William Sherman,5,6,83.33
Scott Holt,5,6,83.33
Barbara Butler,5,6,83.33
Haley Walker,5,6,83.33
Cheryl Cox,5,6,83.33
Christopher Proctor,5,6,83.33
Amy Paul,5,6,83.33
Thomas Day,5,6,83.33
Michelle Patton,5,6,83.33
Trevor White,5,6,83.33
Richard Ballard,5,6,83.33
Erica Brooks,5,6,83.33
Zachary Cook,5,6,83.33
Jeffrey Crawford,5,6,83.33
Melanie Patel,5,6,83.33
Matthew Reed,20,24,83.33
Tanya Scott,5,6,83.33
Michael Sawyer,10,12,83.33
Charles Jenkins,10,12,83.33
David Mcgrath,5,6,83.33
Lori Carson,5,6,83.33
Carol Lawrence,5,6,83.33
Alan Perez,5,6,83.33
Connor Taylor,5,6,83.33
Samuel Turner,10,12,83.33
John Alvarado,5,6,83.33
Scott Eaton,5,6,83.33
Paul Jimenez,5,6,83.33
Richard Goodman,5,6,83.33
Laura Rose,5,6,83.33
Robin Flores,5,6,83.33
Samuel Tran,5,6,83.33
Bryan Collins,5,6,83.33
Kimberly Levine,5,6,83.33
Richard Sullivan,10,12,83.33
Brandon Dixon,5,6,83.33
Phillip Bell,5,6,83.33
Jessica Burnett,5,6,83.33
Christina Woods,5,6,83.33
William Massey,5,6,83.33
Barry Lee,5,6,83.33
Mary Carroll,5,6,83.33
Donald Rivera,5,6,83.33
Pamela Hunt,5,6,83.33
Paul Rose,5,6,83.33
Kelly Aguilar,5,6,83.33
Amanda Buckley,5,6,83.33
Tammy Russell,5,6,83.33
Suzanne Harris,5,6,83.33
Susan Mueller,5,6,83.33
Carolyn Rogers,5,6,83.33
Linda Richardson,5,6,83.33
Emily Norris,5,6,83.33
Tyler Patel,5,6,83.33
Douglas Owens,5,6,83.33
Jose Fitzgerald,5,6,83.33
James Blankenship,5,6,83.33
Kathy Aguilar,5,6,83.33
Jeremy Sanders,5,6,83.33
Tony Alexander,5,6,83.33
Janet Martin,5,6,83.33
Kevin Moran,5,6,83.33
Samantha Poole,5,6,83.33
Anita Clark,5,6,83.33
Steven Zimmerman,5,6,83.33
Michael Shepherd,5,6,83.33
John Marsh,5,6,83.33
James Mathis,5,6,83.33
Stanley Brown,5,6,83.33
James Boyle,5,6,83.33
Ashley Aguirre,5,6,83.33
Julia Stewart,5,6,83.33
Tasha Jones,5,6,83.33
Jerry Fisher,5,6,83.33
Craig Edwards,5,6,83.33
Zachary Peters,5,6,83.33
Benjamin Liu,5,6,83.33
Margaret Flores,5,6,83.33
Justin Rocha,5,6,83.33
Anthony Grant,5,6,83.33
Rachael Bailey,5,6,83.33
Courtney Owens,5,6,83.33
Elizabeth Massey,5,6,83.33
Alexandria Wilson,5,6,83.33
Ashley Massey,5,6,83.33
Joshua Rhodes,5,6,83.33
Jason Underwood,5,6,83.33
Randy Wood,5,6,83.33
Christopher Kelley,10,12,83.33
Kathleen Brooks,5,6,83.33
Jesse Sanchez,5,6,83.33
Sandra Hunt,5,6,83.33
Richard Ayala,5,6,83.33
Gary Richardson,5,6,83.33
Judith Jones,5,6,83.33
Phillip Richardson,5,6,83.33
